From,to,quantity,time,location,Flownumberfrom,Flownumberto,ParentProcessFlowfrom,ParentProcessFlowto,Subprocessnumbersfrom,Subprocessnumbersto
Extraction_dolomite,By_product_steel_scraps,0,2019,England,10,50,0,0,nan,nan
Extraction_coal,Sand_pr,0,2019,England,11,13,0,0,nan,nan
Extraction_coal,Gravel_pr,0,2019,England,11,14,0,0,nan,nan
Extraction_coal,Crushed_rock_pr,0,2019,England,11,15,0,0,nan,nan
Extraction_coal,Secondary_aggregates_pr,0,2019,England,11,16,0,0,nan,nan
Extraction_coal,C&D_waste_pr,0,2019,England,11,17,0,0,nan,nan
Extraction_coal,Landscape_geo_sand_for_fill,0,2019,England,11,40,0,0,nan,nan
Extraction_coal,Landscape_geo_gravel_for_fill,0,2019,England,11,41,0,0,nan,nan
Extraction_coal,Landscape_geo_crushed_rock_for_fill,0,2019,England,11,42,0,0,nan,nan
Extraction_coal,Landscape_geo_scalpings_and_fines,0,2019,England,11,43,0,0,nan,nan
Extraction_coal,owp_overburden_interburden,0,2019,England,11,47,0,0,nan,nan
Extraction_coal,owp_scalpings_fines,0,2019,England,11,48,0,0,nan,nan
Extraction_coal,By_product_secondary_aggregates,0,2019,England,11,49,0,0,nan,nan
Extraction_coal,By_product_steel_scraps,0,2019,England,11,50,0,0,nan,nan
Extraction_clay,Sand_pr,0,2019,England,12,13,0,0,nan,nan
Extraction_clay,Gravel_pr,0,2019,England,12,14,0,0,nan,nan
Extraction_clay,Crushed_rock_pr,0,2019,England,12,15,0,0,nan,nan
Extraction_clay,Secondary_aggregates_pr,0,2019,England,12,16,0,0,nan,nan
Extraction_clay,C&D_waste_pr,0,2019,England,12,17,0,0,nan,nan
Extraction_clay,Reinforcing_steel_manufacturing,0,2019,England,12,19,0,0,nan,nan
Extraction_clay,Landscape_geo_sand_for_fill,0,2019,England,12,40,0,0,nan,nan
Extraction_clay,Landscape_geo_gravel_for_fill,0,2019,England,12,41,0,0,nan,nan
Extraction_clay,Landscape_geo_crushed_rock_for_fill,0,2019,England,12,42,0,0,nan,nan
Extraction_clay,Landscape_geo_scalpings_and_fines,0,2019,England,12,43,0,0,nan,nan
Extraction_clay,owp_overburden_interburden,0,2019,England,12,47,0,0,nan,nan
Extraction_clay,owp_scalpings_fines,0,2019,England,12,48,0,0,nan,nan
Extraction_clay,By_product_secondary_aggregates,0,2019,England,12,49,0,0,nan,nan
Extraction_clay,By_product_steel_scraps,0,2019,England,12,50,0,0,nan,nan
Sand_pr,Concrete_gravel,0,2019,England,13,21,0,0,nan,nan
Sand_pr,Concrete_crushed_rock,0,2019,England,13,22,0,0,nan,nan
Sand_pr,Mortar_cement,0,2019,England,13,26,0,0,nan,nan
Sand_pr,Concreting_C&D_processing,0,2019,England,13,27,0,0,nan,nan
Sand_pr,Landscape_geo_gravel_for_fill,0,2019,England,13,41,0,0,nan,nan
Sand_pr,Landscape_geo_crushed_rock_for_fill,0,2019,England,13,42,0,0,nan,nan
Sand_pr,Landscape_geo_scalpings_and_fines,0,2019,England,13,43,0,0,nan,nan
Sand_pr,owp_overburden_interburden,0,2019,England,13,47,0,0,nan,nan
Sand_pr,By_product_secondary_aggregates,0,2019,England,13,49,0,0,nan,nan
Sand_pr,By_product_steel_scraps,0,2019,England,13,50,0,0,nan,nan
Gravel_pr,Concrete_sand,0,2019,England,14,20,0,0,nan,nan
Gravel_pr,Concrete_crushed_rock,0,2019,England,14,22,0,0,nan,nan
Gravel_pr,Mortar_sand,0,2019,England,14,25,0,0,nan,nan
Gravel_pr,Mortar_cement,0,2019,England,14,26,0,0,nan,nan
Gravel_pr,Concreting_C&D_processing,0,2019,England,14,27,0,0,nan,nan
Gravel_pr,Landscape_geo_sand_for_fill,0,2019,England,14,40,0,0,nan,nan
Gravel_pr,Landscape_geo_crushed_rock_for_fill,0,2019,England,14,42,0,0,nan,nan
Gravel_pr,Landscape_geo_scalpings_and_fines,0,2019,England,14,43,0,0,nan,nan
Gravel_pr,owp_overburden_interburden,0,2019,England,14,47,0,0,nan,nan
Gravel_pr,By_product_secondary_aggregates,0,2019,England,14,49,0,0,nan,nan
Gravel_pr,By_product_steel_scraps,0,2019,England,14,50,0,0,nan,nan
Crushed_rock_pr,Concrete_sand,0,2019,England,15,20,0,0,nan,nan
Crushed_rock_pr,Concrete_gravel,0,2019,England,15,21,0,0,nan,nan
Crushed_rock_pr,Mortar_sand,0,2019,England,15,25,0,0,nan,nan
Crushed_rock_pr,Mortar_cement,0,2019,England,15,26,0,0,nan,nan
Crushed_rock_pr,Concreting_C&D_processing,0,2019,England,15,27,0,0,nan,nan
Crushed_rock_pr,Landscape_geo_sand_for_fill,0,2019,England,15,40,0,0,nan,nan
Crushed_rock_pr,Landscape_geo_gravel_for_fill,0,2019,England,15,41,0,0,nan,nan
Crushed_rock_pr,Landscape_geo_scalpings_and_fines,0,2019,England,15,43,0,0,nan,nan
Crushed_rock_pr,owp_overburden_interburden,0,2019,England,15,47,0,0,nan,nan
Crushed_rock_pr,By_product_secondary_aggregates,0,2019,England,15,49,0,0,nan,nan
Crushed_rock_pr,By_product_steel_scraps,0,2019,England,15,50,0,0,nan,nan
Secondary_aggregates_pr,Concrete_gravel,0,2019,England,16,21,0,0,nan,nan
Secondary_aggregates_pr,Concrete_crushed_rock,0,2019,England,16,22,0,0,nan,nan
Secondary_aggregates_pr,Mortar_cement,0,2019,England,16,26,0,0,nan,nan
Secondary_aggregates_pr,Concreting_C&D_processing,0,2019,England,16,27,0,0,nan,nan
Secondary_aggregates_pr,Landscape_geo_sand_for_fill,0,2019,England,16,40,0,0,nan,nan
Secondary_aggregates_pr,Landscape_geo_gravel_for_fill,0,2019,England,16,41,0,0,nan,nan
Secondary_aggregates_pr,Landscape_geo_crushed_rock_for_fill,0,2019,England,16,42,0,0,nan,nan
Secondary_aggregates_pr,Landscape_geo_scalpings_and_fines,0,2019,England,16,43,0,0,nan,nan
Secondary_aggregates_pr,owp_overburden_interburden,0,2019,England,16,47,0,0,nan,nan
Secondary_aggregates_pr,By_product_secondary_aggregates,0,2019,England,16,49,0,0,nan,nan
Secondary_aggregates_pr,By_product_steel_scraps,0,2019,England,16,50,0,0,nan,nan
C&D_waste_pr,Mortar_cement,0,2019,England,17,26,0,0,nan,nan
C&D_waste_pr,Concreting_C&D_processing,0,2019,England,17,27,0,0,nan,nan
C&D_waste_pr,Landscape_geo_scalpings_and_fines,0,2019,England,17,43,0,0,nan,nan
C&D_waste_pr,owp_overburden_interburden,0,2019,England,17,47,0,0,nan,nan
C&D_waste_pr,By_product_secondary_aggregates,0,2019,England,17,49,0,0,nan,nan
C&D_waste_pr,By_product_steel_scraps,0,2019,England,17,50,0,0,nan,nan
Cement_manufacturing,Concrete_sand,0,2019,England,18,20,0,0,nan,nan
Cement_manufacturing,Concrete_gravel,0,2019,England,18,21,0,0,nan,nan
Cement_manufacturing,Concrete_crushed_rock,0,2019,England,18,22,0,0,nan,nan
Cement_manufacturing,Concrete_steel,0,2019,England,18,23,0,0,nan,nan
Cement_manufacturing,Mortar_sand,0,2019,England,18,25,0,0,nan,nan
Cement_manufacturing,Concreting_C&D_processing,0,2019,England,18,27,0,0,nan,nan
Cement_manufacturing,Other_aggregate_use,0,2019,England,18,38,0,0,nan,nan
Cement_manufacturing,Non_aggregate_use,0,2019,England,18,39,0,0,nan,nan
Cement_manufacturing,Landscape_geo_sand_for_fill,0,2019,England,18,40,0,0,nan,nan
Cement_manufacturing,Landscape_geo_gravel_for_fill,0,2019,England,18,41,0,0,nan,nan
Cement_manufacturing,Landscape_geo_crushed_rock_for_fill,0,2019,England,18,42,0,0,nan,nan
Cement_manufacturing,Landscape_geo_scalpings_and_fines,0,2019,England,18,43,0,0,nan,nan
Cement_manufacturing,owp_overburden_interburden,0,2019,England,18,47,0,0,nan,nan
Cement_manufacturing,owp_scalpings_fines,0,2019,England,18,48,0,0,nan,nan
Cement_manufacturing,By_product_secondary_aggregates,0,2019,England,18,49,0,0,nan,nan
Cement_manufacturing,By_product_steel_scraps,0,2019,England,18,50,0,0,nan,nan
Reinforcing_steel_manufacturing,Concrete_sand,0,2019,England,19,20,0,0,nan,nan
Reinforcing_steel_manufacturing,Concrete_gravel,0,2019,England,19,21,0,0,nan,nan
Reinforcing_steel_manufacturing,Concrete_crushed_rock,0,2019,England,19,22,0,0,nan,nan
Reinforcing_steel_manufacturing,Concrete_cement,0,2019,England,19,24,0,0,nan,nan
Reinforcing_steel_manufacturing,Mortar_sand,0,2019,England,19,25,0,0,nan,nan
Reinforcing_steel_manufacturing,Mortar_cement,0,2019,England,19,26,0,0,nan,nan
Reinforcing_steel_manufacturing,Concreting_C&D_processing,0,2019,England,19,27,0,0,nan,nan
Reinforcing_steel_manufacturing,Other_aggregate_use,0,2019,England,19,38,0,0,nan,nan
Reinforcing_steel_manufacturing,Non_aggregate_use,0,2019,England,19,39,0,0,nan,nan
Reinforcing_steel_manufacturing,Landscape_geo_sand_for_fill,0,2019,England,19,40,0,0,nan,nan
Reinforcing_steel_manufacturing,Landscape_geo_gravel_for_fill,0,2019,England,19,41,0,0,nan,nan
Reinforcing_steel_manufacturing,Landscape_geo_crushed_rock_for_fill,0,2019,England,19,42,0,0,nan,nan
Reinforcing_steel_manufacturing,Landscape_geo_scalpings_and_fines,0,2019,England,19,43,0,0,nan,nan
Reinforcing_steel_manufacturing,owp_overburden_interburden,0,2019,England,19,47,0,0,nan,nan
Reinforcing_steel_manufacturing,owp_scalpings_fines,0,2019,England,19,48,0,0,nan,nan
Reinforcing_steel_manufacturing,By_product_secondary_aggregates,0,2019,England,19,49,0,0,nan,nan
Reinforcing_steel_manufacturing,By_product_steel_scraps,0,2019,England,19,50,0,0,nan,nan
Concrete_sand,Other_infrastructure_gravel,0,2019,England,20,29,0,0,nan,nan
Concrete_sand,Other_infrastructure_crushed_rock,0,2019,England,20,30,0,0,nan,nan
Concrete_sand,Other_infrastructure_cement,0,2019,England,20,31,0,0,nan,nan
Concrete_sand,Other_infrastructure_steel,0,2019,England,20,32,0,0,nan,nan
Concrete_sand,Buildings_gravel,0,2019,England,20,34,0,0,nan,nan
Concrete_sand,Buildings_crushed_rock,0,2019,England,20,35,0,0,nan,nan
Concrete_sand,Buildings_steel,0,2019,England,20,36,0,0,nan,nan
Concrete_sand,Buildings_cement,0,2019,England,20,37,0,0,nan,nan
Concrete_sand,owp_scalpings_fines,0,2019,England,20,48,0,0,nan,nan
Concrete_sand,By_product_secondary_aggregates,0,2019,England,20,49,0,0,nan,nan
Concrete_sand,By_product_steel_scraps,0,2019,England,20,50,0,0,nan,nan
Concrete_gravel,Other_infrastructure_sand,0,2019,England,21,28,0,0,nan,nan
Concrete_gravel,Other_infrastructure_crushed_rock,0,2019,England,21,30,0,0,nan,nan
Concrete_gravel,Other_infrastructure_cement,0,2019,England,21,31,0,0,nan,nan
Concrete_gravel,Other_infrastructure_steel,0,2019,England,21,32,0,0,nan,nan
Concrete_gravel,Buildings_sand,0,2019,England,21,33,0,0,nan,nan
Concrete_gravel,Buildings_crushed_rock,0,2019,England,21,35,0,0,nan,nan
Concrete_gravel,Buildings_steel,0,2019,England,21,36,0,0,nan,nan
Concrete_gravel,Buildings_cement,0,2019,England,21,37,0,0,nan,nan
Concrete_gravel,owp_scalpings_fines,0,2019,England,21,48,0,0,nan,nan
Concrete_gravel,By_product_secondary_aggregates,0,2019,England,21,49,0,0,nan,nan
Concrete_gravel,By_product_steel_scraps,0,2019,England,21,50,0,0,nan,nan
Concrete_crushed_rock,Other_infrastructure_sand,0,2019,England,22,28,0,0,nan,nan
Concrete_crushed_rock,Other_infrastructure_gravel,0,2019,England,22,29,0,0,nan,nan
Concrete_crushed_rock,Other_infrastructure_cement,0,2019,England,22,31,0,0,nan,nan
Concrete_crushed_rock,Other_infrastructure_steel,0,2019,England,22,32,0,0,nan,nan
Concrete_crushed_rock,Buildings_sand,0,2019,England,22,33,0,0,nan,nan
Concrete_crushed_rock,Buildings_gravel,0,2019,England,22,34,0,0,nan,nan
Concrete_crushed_rock,Buildings_steel,0,2019,England,22,36,0,0,nan,nan
Concrete_crushed_rock,Buildings_cement,0,2019,England,22,37,0,0,nan,nan
Concrete_crushed_rock,owp_scalpings_fines,0,2019,England,22,48,0,0,nan,nan
Concrete_crushed_rock,By_product_secondary_aggregates,0,2019,England,22,49,0,0,nan,nan
Concrete_crushed_rock,By_product_steel_scraps,0,2019,England,22,50,0,0,nan,nan
Concrete_steel,Other_infrastructure_sand,0,2019,England,23,28,0,0,nan,nan
Concrete_steel,Other_infrastructure_gravel,0,2019,England,23,29,0,0,nan,nan
Concrete_steel,Other_infrastructure_crushed_rock,0,2019,England,23,30,0,0,nan,nan
Concrete_steel,Other_infrastructure_cement,0,2019,England,23,31,0,0,nan,nan
Concrete_steel,Buildings_sand,0,2019,England,23,33,0,0,nan,nan
Concrete_steel,Buildings_gravel,0,2019,England,23,34,0,0,nan,nan
Concrete_steel,Buildings_crushed_rock,0,2019,England,23,35,0,0,nan,nan
Concrete_steel,Buildings_cement,0,2019,England,23,37,0,0,nan,nan
Concrete_steel,Landfill,0,2019,England,23,46,0,0,nan,nan
Concrete_steel,owp_overburden_interburden,0,2019,England,23,47,0,0,nan,nan
Concrete_steel,owp_scalpings_fines,0,2019,England,23,48,0,0,nan,nan
Concrete_steel,By_product_secondary_aggregates,0,2019,England,23,49,0,0,nan,nan
Concrete_steel,By_product_steel_scraps,0,2019,England,23,50,0,0,nan,nan
Concrete_cement,Other_infrastructure_sand,0,2019,England,24,28,0,0,nan,nan
Concrete_cement,Other_infrastructure_gravel,0,2019,England,24,29,0,0,nan,nan
Concrete_cement,Other_infrastructure_crushed_rock,0,2019,England,24,30,0,0,nan,nan
Concrete_cement,Other_infrastructure_steel,0,2019,England,24,32,0,0,nan,nan
Concrete_cement,Buildings_sand,0,2019,England,24,33,0,0,nan,nan
Concrete_cement,Buildings_gravel,0,2019,England,24,34,0,0,nan,nan
Concrete_cement,Buildings_crushed_rock,0,2019,England,24,35,0,0,nan,nan
Concrete_cement,Buildings_steel,0,2019,England,24,36,0,0,nan,nan
Concrete_cement,Landfill,0,2019,England,24,46,0,0,nan,nan
Concrete_cement,owp_overburden_interburden,0,2019,England,24,47,0,0,nan,nan
Concrete_cement,owp_scalpings_fines,0,2019,England,24,48,0,0,nan,nan
Concrete_cement,By_product_secondary_aggregates,0,2019,England,24,49,0,0,nan,nan
Concrete_cement,By_product_steel_scraps,0,2019,England,24,50,0,0,nan,nan
Mortar_sand,Buildings_gravel,0,2019,England,25,34,0,0,nan,nan
Mortar_sand,Buildings_crushed_rock,0,2019,England,25,35,0,0,nan,nan
Mortar_sand,Buildings_steel,0,2019,England,25,36,0,0,nan,nan
Mortar_sand,Buildings_cement,0,2019,England,25,37,0,0,nan,nan
Mortar_sand,owp_scalpings_fines,0,2019,England,25,48,0,0,nan,nan
Mortar_sand,By_product_secondary_aggregates,0,2019,England,25,49,0,0,nan,nan
Mortar_sand,By_product_steel_scraps,0,2019,England,25,50,0,0,nan,nan
Mortar_cement,Buildings_sand,0,2019,England,26,33,0,0,nan,nan
Mortar_cement,Buildings_gravel,0,2019,England,26,34,0,0,nan,nan
Mortar_cement,Buildings_crushed_rock,0,2019,England,26,35,0,0,nan,nan
Mortar_cement,Buildings_steel,0,2019,England,26,36,0,0,nan,nan
Mortar_cement,Landfill,0,2019,England,26,46,0,0,nan,nan
Mortar_cement,owp_overburden_interburden,0,2019,England,26,47,0,0,nan,nan
Mortar_cement,owp_scalpings_fines,0,2019,England,26,48,0,0,nan,nan
Mortar_cement,By_product_secondary_aggregates,0,2019,England,26,49,0,0,nan,nan
Mortar_cement,By_product_steel_scraps,0,2019,England,26,50,0,0,nan,nan
Concreting_C&D_processing,Buildings_sand,0,2019,England,27,33,0,0,nan,nan
Concreting_C&D_processing,Buildings_gravel,0,2019,England,27,34,0,0,nan,nan
Concreting_C&D_processing,Buildings_steel,0,2019,England,27,36,0,0,nan,nan
Concreting_C&D_processing,Buildings_cement,0,2019,England,27,37,0,0,nan,nan
Concreting_C&D_processing,owp_scalpings_fines,0,2019,England,27,48,0,0,nan,nan
Concreting_C&D_processing,By_product_secondary_aggregates,0,2019,England,27,49,0,0,nan,nan
Concreting_C&D_processing,By_product_steel_scraps,0,2019,England,27,50,0,0,nan,nan
Demolition,Sand_pr,0,2019,England,44,13,0,0,nan,nan
Demolition,Gravel_pr,0,2019,England,44,14,0,0,nan,nan
Demolition,Crushed_rock_pr,0,2019,England,44,15,0,0,nan,nan
Demolition,Secondary_aggregates_pr,0,2019,England,44,16,0,0,nan,nan
Demolition,Cement_manufacturing,0,2019,England,44,18,0,0,nan,nan
Demolition,Reinforcing_steel_manufacturing,0,2019,England,44,19,0,0,nan,nan
Deconstruction,Non_aggregate_use,0,2019,England,45,39,0,0,nan,nan
owp_overburden_interburden,Landscape_geo_scalpings_and_fines,0,2019,England,47,43,0,0,nan,nan
owp_scalpings_fines,Landscape_geo_sand_for_fill,0,2019,England,48,40,0,0,nan,nan
owp_scalpings_fines,Landscape_geo_gravel_for_fill,0,2019,England,48,41,0,0,nan,nan
owp_scalpings_fines,Landscape_geo_crushed_rock_for_fill,0,2019,England,48,42,0,0,nan,nan
By_product_secondary_aggregates,Sand_pr,0,2019,England,49,13,0,0,nan,nan
By_product_secondary_aggregates,Gravel_pr,0,2019,England,49,14,0,0,nan,nan
By_product_secondary_aggregates,Crushed_rock_pr,0,2019,England,49,15,0,0,nan,nan
By_product_secondary_aggregates,C&D_waste_pr,0,2019,England,49,17,0,0,nan,nan
By_product_secondary_aggregates,Cement_manufacturing,0,2019,England,49,18,0,0,nan,nan
By_product_secondary_aggregates,Reinforcing_steel_manufacturing,0,2019,England,49,19,0,0,nan,nan
By_product_secondary_aggregates,Landscape_geo_sand_for_fill,0,2019,England,49,40,0,0,nan,nan
By_product_secondary_aggregates,Landscape_geo_gravel_for_fill,0,2019,England,49,41,0,0,nan,nan
By_product_secondary_aggregates,Landscape_geo_crushed_rock_for_fill,0,2019,England,49,42,0,0,nan,nan
By_product_secondary_aggregates,Landscape_geo_scalpings_and_fines,0,2019,England,49,43,0,0,nan,nan
By_product_steel_scraps,Landscape_geo_sand_for_fill,0,2019,England,50,40,0,0,nan,nan
By_product_steel_scraps,Landscape_geo_gravel_for_fill,0,2019,England,50,41,0,0,nan,nan
By_product_steel_scraps,Landscape_geo_crushed_rock_for_fill,0,2019,England,50,42,0,0,nan,nan
By_product_steel_scraps,Landscape_geo_scalpings_and_fines,0,2019,England,50,43,0,0,nan,nan
Import_sand_lw,Sand_pr,0,2019,England,51,13,0,0,nan,nan
Import_sand_lw,Gravel_pr,0,2019,England,51,14,0,0,nan,nan
Import_sand_lw,Crushed_rock_pr,0,2019,England,51,15,0,0,nan,nan
Import_sand_lw,Secondary_aggregates_pr,0,2019,England,51,16,0,0,nan,nan
Import_sand_lw,C&D_waste_pr,0,2019,England,51,17,0,0,nan,nan
Import_sand_lw,Cement_manufacturing,0,2019,England,51,18,0,0,nan,nan
Import_sand_lw,Reinforcing_steel_manufacturing,0,2019,England,51,19,0,0,nan,nan
Import_sand_lw,Concrete_gravel,0,2019,England,51,21,0,0,nan,nan
Import_sand_lw,Concrete_crushed_rock,0,2019,England,51,22,0,0,nan,nan
Import_sand_lw,Concrete_steel,0,2019,England,51,23,0,0,nan,nan
Import_sand_lw,Concrete_cement,0,2019,England,51,24,0,0,nan,nan
Import_sand_lw,Mortar_cement,0,2019,England,51,26,0,0,nan,nan
Import_sand_lw,Concreting_C&D_processing,0,2019,England,51,27,0,0,nan,nan
Import_sand_lw,Other_aggregate_use,0,2019,England,51,38,0,0,nan,nan
Import_sand_lw,Non_aggregate_use,0,2019,England,51,39,0,0,nan,nan
Import_gravel_lw,Sand_pr,0,2019,England,52,13,0,0,nan,nan
Import_gravel_lw,Gravel_pr,0,2019,England,52,14,0,0,nan,nan
Import_gravel_lw,Crushed_rock_pr,0,2019,England,52,15,0,0,nan,nan
Import_gravel_lw,Secondary_aggregates_pr,0,2019,England,52,16,0,0,nan,nan
Import_gravel_lw,C&D_waste_pr,0,2019,England,52,17,0,0,nan,nan
Import_gravel_lw,Cement_manufacturing,0,2019,England,52,18,0,0,nan,nan
Import_gravel_lw,Reinforcing_steel_manufacturing,0,2019,England,52,19,0,0,nan,nan
Import_gravel_lw,Concrete_sand,0,2019,England,52,20,0,0,nan,nan
Import_gravel_lw,Concrete_crushed_rock,0,2019,England,52,22,0,0,nan,nan
Import_gravel_lw,Concrete_steel,0,2019,England,52,23,0,0,nan,nan
Import_gravel_lw,Concrete_cement,0,2019,England,52,24,0,0,nan,nan
Import_gravel_lw,Mortar_sand,0,2019,England,52,25,0,0,nan,nan
Import_gravel_lw,Mortar_cement,0,2019,England,52,26,0,0,nan,nan
Import_gravel_lw,Concreting_C&D_processing,0,2019,England,52,27,0,0,nan,nan
Import_gravel_lw,Other_aggregate_use,0,2019,England,52,38,0,0,nan,nan
Import_gravel_lw,Non_aggregate_use,0,2019,England,52,39,0,0,nan,nan
Import_crushed_rock_lw,Sand_pr,0,2019,England,53,13,0,0,nan,nan
Import_crushed_rock_lw,Gravel_pr,0,2019,England,53,14,0,0,nan,nan
Import_crushed_rock_lw,Crushed_rock_pr,0,2019,England,53,15,0,0,nan,nan
Import_crushed_rock_lw,Secondary_aggregates_pr,0,2019,England,53,16,0,0,nan,nan
Import_crushed_rock_lw,C&D_waste_pr,0,2019,England,53,17,0,0,nan,nan
Import_crushed_rock_lw,Cement_manufacturing,0,2019,England,53,18,0,0,nan,nan
Import_crushed_rock_lw,Reinforcing_steel_manufacturing,0,2019,England,53,19,0,0,nan,nan
Import_crushed_rock_lw,Concrete_sand,0,2019,England,53,20,0,0,nan,nan
Import_crushed_rock_lw,Concrete_gravel,0,2019,England,53,21,0,0,nan,nan
Import_crushed_rock_lw,Concrete_steel,0,2019,England,53,23,0,0,nan,nan
Import_crushed_rock_lw,Concrete_cement,0,2019,England,53,24,0,0,nan,nan
Import_crushed_rock_lw,Mortar_sand,0,2019,England,53,25,0,0,nan,nan
Import_crushed_rock_lw,Mortar_cement,0,2019,England,53,26,0,0,nan,nan
Import_crushed_rock_lw,Concreting_C&D_processing,0,2019,England,53,27,0,0,nan,nan
Import_crushed_rock_lw,Non_aggregate_use,0,2019,England,53,39,0,0,nan,nan
Import_sand_md,Gravel_pr,0,2019,England,54,14,0,0,nan,nan
Import_sand_md,Crushed_rock_pr,0,2019,England,54,15,0,0,nan,nan
Import_sand_md,Secondary_aggregates_pr,0,2019,England,54,16,0,0,nan,nan
Import_sand_md,C&D_waste_pr,0,2019,England,54,17,0,0,nan,nan
Import_sand_md,Cement_manufacturing,0,2019,England,54,18,0,0,nan,nan
Import_sand_md,Reinforcing_steel_manufacturing,0,2019,England,54,19,0,0,nan,nan
Import_sand_md,Concrete_gravel,0,2019,England,54,21,0,0,nan,nan
Import_sand_md,Concrete_crushed_rock,0,2019,England,54,22,0,0,nan,nan
Import_sand_md,Concrete_steel,0,2019,England,54,23,0,0,nan,nan
Import_sand_md,Concrete_cement,0,2019,England,54,24,0,0,nan,nan
Import_sand_md,Mortar_cement,0,2019,England,54,26,0,0,nan,nan
Import_sand_md,Concreting_C&D_processing,0,2019,England,54,27,0,0,nan,nan
Import_sand_md,Other_aggregate_use,0,2019,England,54,38,0,0,nan,nan
Import_sand_md,Non_aggregate_use,0,2019,England,54,39,0,0,nan,nan
Import_gravel_md,Sand_pr,0,2019,England,55,13,0,0,nan,nan
Import_gravel_md,Crushed_rock_pr,0,2019,England,55,15,0,0,nan,nan
Import_gravel_md,Secondary_aggregates_pr,0,2019,England,55,16,0,0,nan,nan
Import_gravel_md,C&D_waste_pr,0,2019,England,55,17,0,0,nan,nan
Import_gravel_md,Cement_manufacturing,0,2019,England,55,18,0,0,nan,nan
Import_gravel_md,Reinforcing_steel_manufacturing,0,2019,England,55,19,0,0,nan,nan
Import_gravel_md,Concrete_sand,0,2019,England,55,20,0,0,nan,nan
Import_gravel_md,Concrete_crushed_rock,0,2019,England,55,22,0,0,nan,nan
Import_gravel_md,Concrete_steel,0,2019,England,55,23,0,0,nan,nan
Import_gravel_md,Concrete_cement,0,2019,England,55,24,0,0,nan,nan
Import_gravel_md,Mortar_sand,0,2019,England,55,25,0,0,nan,nan
Import_gravel_md,Mortar_cement,0,2019,England,55,26,0,0,nan,nan
Import_gravel_md,Concreting_C&D_processing,0,2019,England,55,27,0,0,nan,nan
Import_gravel_md,Other_aggregate_use,0,2019,England,55,38,0,0,nan,nan
Import_gravel_md,Non_aggregate_use,0,2019,England,55,39,0,0,nan,nan
Concreting_C&D_processing,Other_infrastructure_sand,0,2019,England,27,28,0,0,nan,nan
Concreting_C&D_processing,Other_infrastructure_gravel,0,2019,England,27,29,0,0,nan,nan
Concreting_C&D_processing,Other_infrastructure_cement,0,2019,England,27,31,0,0,nan,nan
Concreting_C&D_processing,Other_infrastructure_steel,0,2019,England,27,32,0,0,nan,nan
Import_steel,Sand_pr,0,2019,England,60,13,0,0,nan,nan
Import_steel,Gravel_pr,0,2019,England,60,14,0,0,nan,nan
Import_steel,Crushed_rock_pr,0,2019,England,60,15,0,0,nan,nan
Import_steel,Secondary_aggregates_pr,0,2019,England,60,16,0,0,nan,nan
Import_steel,C&D_waste_pr,0,2019,England,60,17,0,0,nan,nan
Import_steel,Cement_manufacturing,0,2019,England,60,18,0,0,nan,nan
Import_steel,Reinforcing_steel_manufacturing,0,2019,England,60,19,0,0,nan,nan
Import_steel,Concrete_sand,0,2019,England,60,20,0,0,nan,nan
Import_steel,Concrete_gravel,0,2019,England,60,21,0,0,nan,nan
Import_steel,Concrete_crushed_rock,0,2019,England,60,22,0,0,nan,nan
Import_steel,Concrete_cement,0,2019,England,60,24,0,0,nan,nan
Import_steel,Mortar_sand,0,2019,England,60,25,0,0,nan,nan
Import_steel,Mortar_cement,0,2019,England,60,26,0,0,nan,nan
Import_steel,Other_aggregate_use,0,2019,England,60,38,0,0,nan,nan
Import_steel,Non_aggregate_use,0,2019,England,60,39,0,0,nan,nan
Import_gypsum,Sand_pr,0,2019,England,56,13,0,0,nan,nan
Import_gypsum,Gravel_pr,0,2019,England,56,14,0,0,nan,nan
Import_gypsum,Crushed_rock_pr,0,2019,England,56,15,0,0,nan,nan
Import_gypsum,Secondary_aggregates_pr,0,2019,England,56,16,0,0,nan,nan
Import_gypsum,C&D_waste_pr,0,2019,England,56,17,0,0,nan,nan
Import_gypsum,Reinforcing_steel_manufacturing,0,2019,England,56,19,0,0,nan,nan
Import_gypsum,Concrete_sand,0,2019,England,56,20,0,0,nan,nan
Import_gypsum,Concrete_gravel,0,2019,England,56,21,0,0,nan,nan
Import_gypsum,Concrete_crushed_rock,0,2019,England,56,22,0,0,nan,nan
Import_gypsum,Concrete_steel,0,2019,England,56,23,0,0,nan,nan
Import_gypsum,Concrete_cement,0,2019,England,56,24,0,0,nan,nan
Import_gypsum,Mortar_sand,0,2019,England,56,25,0,0,nan,nan
Import_gypsum,Mortar_cement,0,2019,England,56,26,0,0,nan,nan
Import_gypsum,Other_aggregate_use,0,2019,England,56,38,0,0,nan,nan
Import_gypsum,Non_aggregate_use,0,2019,England,56,39,0,0,nan,nan
Import_limestone,Sand_pr,0,2019,England,57,13,0,0,nan,nan
Import_limestone,Gravel_pr,0,2019,England,57,14,0,0,nan,nan
Import_limestone,Crushed_rock_pr,0,2019,England,57,15,0,0,nan,nan
Import_limestone,Secondary_aggregates_pr,0,2019,England,57,16,0,0,nan,nan
Import_limestone,C&D_waste_pr,0,2019,England,57,17,0,0,nan,nan
Import_limestone,Reinforcing_steel_manufacturing,0,2019,England,57,19,0,0,nan,nan
